135,train_6.bmp,train_6_anno.bmp,benign,1
116,train_42.bmp,train_42_anno.bmp,malignant,1
131,train_56.bmp,train_56_anno.bmp,benign,1
85,train_14.bmp,train_14_anno.bmp,malignant,1
96,train_24.bmp,train_24_anno.bmp,malignant,1
108,train_35.bmp,train_35_anno.bmp,malignant,1
102,train_3.bmp,train_3_anno.bmp,malignant,1
154,train_77.bmp,train_77_anno.bmp,malignant,1
95,train_23.bmp,train_23_anno.bmp,malignant,1
127,train_52.bmp,train_52_anno.bmp,benign,1
164,train_9.bmp,train_9_anno.bmp,benign,1
93,train_21.bmp,train_21_anno.bmp,benign,1
141,train_65.bmp,train_65_anno.bmp,benign,1
86,train_15.bmp,train_15_anno.bmp,benign,1
106,train_33.bmp,train_33_anno.bmp,benign,1
125,train_50.bmp,train_50_anno.bmp,malignant,1
87,train_16.bmp,train_16_anno.bmp,malignant,1
134,train_59.bmp,train_59_anno.bmp,benign,1
146,train_7.bmp,train_7_anno.bmp,malignant,1
148,train_71.bmp,train_71_anno.bmp,malignant,1
130,train_55.bmp,train_55_anno.bmp,benign,1
119,train_45.bmp,train_45_anno.bmp,benign,1
113,train_4.bmp,train_4_anno.bmp,benign,1
120,train_46.bmp,train_46_anno.bmp,benign,1
101,train_29.bmp,train_29_anno.bmp,malignant,1
142,train_66.bmp,train_66_anno.bmp,malignant,1
88,train_17.bmp,train_17_anno.bmp,malignant,1
109,train_36.bmp,train_36_anno.bmp,malignant,1
153,train_76.bmp,train_76_anno.bmp,malignant,1
156,train_79.bmp,train_79_anno.bmp,benign,1
94,train_22.bmp,train_22_anno.bmp,benign,1
112,train_39.bmp,train_39_anno.bmp,malignant,1
162,train_84.bmp,train_84_anno.bmp,benign,1
144,train_68.bmp,train_68_anno.bmp,malignant,1
137,train_61.bmp,train_61_anno.bmp,benign,1
89,train_18.bmp,train_18_anno.bmp,malignant,1
163,train_85.bmp,train_85_anno.bmp,benign,1
129,train_54.bmp,train_54_anno.bmp,malignant,1
136,train_60.bmp,train_60_anno.bmp,malignant,1
151,train_74.bmp,train_74_anno.bmp,malignant,1
98,train_26.bmp,train_26_anno.bmp,malignant,1
152,train_75.bmp,train_75_anno.bmp,malignant,1
149,train_72.bmp,train_72_anno.bmp,benign,1
128,train_53.bmp,train_53_anno.bmp,benign,1
91,train_2.bmp,train_2_anno.bmp,benign,1
114,train_40.bmp,train_40_anno.bmp,malignant,1
160,train_82.bmp,train_82_anno.bmp,malignant,1
159,train_81.bmp,train_81_anno.bmp,malignant,1
145,train_69.bmp,train_69_anno.bmp,benign,1
99,train_27.bmp,train_27_anno.bmp,malignant,1
81,train_10.bmp,train_10_anno.bmp,malignant,1
124,train_5.bmp,train_5_anno.bmp,malignant,1
92,train_20.bmp,train_20_anno.bmp,benign,1
123,train_49.bmp,train_49_anno.bmp,malignant,1
126,train_51.bmp,train_51_anno.bmp,benign,1
83,train_12.bmp,train_12_anno.bmp,benign,1
155,train_78.bmp,train_78_anno.bmp,malignant,1
161,train_83.bmp,train_83_anno.bmp,malignant,1
100,train_28.bmp,train_28_anno.bmp,malignant,1
122,train_48.bmp,train_48_anno.bmp,malignant,1
139,train_63.bmp,train_63_anno.bmp,benign,1
115,train_41.bmp,train_41_anno.bmp,malignant,1
111,train_38.bmp,train_38_anno.bmp,benign,1
143,train_67.bmp,train_67_anno.bmp,benign,1
84,train_13.bmp,train_13_anno.bmp,malignant,1
103,train_30.bmp,train_30_anno.bmp,benign,1
150,train_73.bmp,train_73_anno.bmp,malignant,1
