2089,CUB_200_2011/images/037.Acadian_Flycatcher/Acadian_Flycatcher_0058_795602.jpg,segmentations/037.Acadian_Flycatcher/Acadian_Flycatcher_0058_795602.png,037.Acadian_Flycatcher,1
3786,CUB_200_2011/images/066.Western_Gull/Western_Gull_0131_53349.jpg,segmentations/066.Western_Gull/Western_Gull_0131_53349.png,066.Western_Gull,1
6860,CUB_200_2011/images/118.House_Sparrow/House_Sparrow_0006_111034.jpg,segmentations/118.House_Sparrow/House_Sparrow_0006_111034.png,118.House_Sparrow,1
5723,CUB_200_2011/images/098.Scott_Oriole/Scott_Oriole_0023_795835.jpg,segmentations/098.Scott_Oriole/Scott_Oriole_0023_795835.png,098.Scott_Oriole,1
3339,CUB_200_2011/images/058.Pigeon_Guillemot/Pigeon_Guillemot_0081_40339.jpg,segmentations/058.Pigeon_Guillemot/Pigeon_Guillemot_0081_40339.png,058.Pigeon_Guillemot,1
6127,CUB_200_2011/images/105.Whip_poor_Will/Whip_Poor_Will_0024_100444.jpg,segmentations/105.Whip_poor_Will/Whip_Poor_Will_0024_100444.png,105.Whip_poor_Will,1
340,CUB_200_2011/images/007.Parakeet_Auklet/Parakeet_Auklet_0043_795948.jpg,segmentations/007.Parakeet_Auklet/Parakeet_Auklet_0043_795948.png,007.Parakeet_Auklet,1
6756,CUB_200_2011/images/116.Chipping_Sparrow/Chipping_Sparrow_0079_110449.jpg,segmentations/116.Chipping_Sparrow/Chipping_Sparrow_0079_110449.png,116.Chipping_Sparrow,1
2799,CUB_200_2011/images/049.Boat_tailed_Grackle/Boat_Tailed_Grackle_0040_33417.jpg,segmentations/049.Boat_tailed_Grackle/Boat_Tailed_Grackle_0040_33417.png,049.Boat_tailed_Grackle,1
2562,CUB_200_2011/images/045.Northern_Fulmar/Northern_Fulmar_0041_44013.jpg,segmentations/045.Northern_Fulmar/Northern_Fulmar_0041_44013.png,045.Northern_Fulmar,1
1437,CUB_200_2011/images/026.Bronzed_Cowbird/Bronzed_Cowbird_0008_796250.jpg,segmentations/026.Bronzed_Cowbird/Bronzed_Cowbird_0008_796250.png,026.Bronzed_Cowbird,1
1920,CUB_200_2011/images/034.Gray_crowned_Rosy_Finch/Gray_Crowned_Rosy_Finch_0024_27057.jpg,segmentations/034.Gray_crowned_Rosy_Finch/Gray_Crowned_Rosy_Finch_0024_27057.png,034.Gray_crowned_Rosy_Finch,1
11489,CUB_200_2011/images/196.House_Wren/House_Wren_0055_187397.jpg,segmentations/196.House_Wren/House_Wren_0055_187397.png,196.House_Wren,1
8552,CUB_200_2011/images/146.Forsters_Tern/Forsters_Tern_0119_152709.jpg,segmentations/146.Forsters_Tern/Forsters_Tern_0119_152709.png,146.Forsters_Tern,1
7706,CUB_200_2011/images/132.White_crowned_Sparrow/White_Crowned_Sparrow_0095_127118.jpg,segmentations/132.White_crowned_Sparrow/White_Crowned_Sparrow_0095_127118.png,132.White_crowned_Sparrow,1
4533,CUB_200_2011/images/078.Gray_Kingbird/Gray_Kingbird_0050_70056.jpg,segmentations/078.Gray_Kingbird/Gray_Kingbird_0050_70056.png,078.Gray_Kingbird,1
273,CUB_200_2011/images/005.Crested_Auklet/Crested_Auklet_0069_785258.jpg,segmentations/005.Crested_Auklet/Crested_Auklet_0069_785258.png,005.Crested_Auklet,1
6957,CUB_200_2011/images/119.Field_Sparrow/Field_Sparrow_0106_113350.jpg,segmentations/119.Field_Sparrow/Field_Sparrow_0106_113350.png,119.Field_Sparrow,1
10147,CUB_200_2011/images/173.Orange_crowned_Warbler/Orange_Crowned_Warbler_0042_167614.jpg,segmentations/173.Orange_crowned_Warbler/Orange_Crowned_Warbler_0042_167614.png,173.Orange_crowned_Warbler,1
4963,CUB_200_2011/images/085.Horned_Lark/Horned_Lark_0025_75003.jpg,segmentations/085.Horned_Lark/Horned_Lark_0025_75003.png,085.Horned_Lark,1
1536,CUB_200_2011/images/028.Brown_Creeper/Brown_Creeper_0063_24724.jpg,segmentations/028.Brown_Creeper/Brown_Creeper_0063_24724.png,028.Brown_Creeper,1
11464,CUB_200_2011/images/195.Carolina_Wren/Carolina_Wren_0113_186675.jpg,segmentations/195.Carolina_Wren/Carolina_Wren_0113_186675.png,195.Carolina_Wren,1
10060,CUB_200_2011/images/171.Myrtle_Warbler/Myrtle_Warbler_0100_166871.jpg,segmentations/171.Myrtle_Warbler/Myrtle_Warbler_0100_166871.png,171.Myrtle_Warbler,1
4007,CUB_200_2011/images/069.Rufous_Hummingbird/Rufous_Hummingbird_0045_59533.jpg,segmentations/069.Rufous_Hummingbird/Rufous_Hummingbird_0045_59533.png,069.Rufous_Hummingbird,1
1490,CUB_200_2011/images/027.Shiny_Cowbird/Shiny_Cowbird_0070_796832.jpg,segmentations/027.Shiny_Cowbird/Shiny_Cowbird_0070_796832.png,027.Shiny_Cowbird,1
1812,CUB_200_2011/images/032.Mangrove_Cuckoo/Mangrove_Cuckoo_0019_794621.jpg,segmentations/032.Mangrove_Cuckoo/Mangrove_Cuckoo_0019_794621.png,032.Mangrove_Cuckoo,1
10152,CUB_200_2011/images/173.Orange_crowned_Warbler/Orange_Crowned_Warbler_0091_167578.jpg,segmentations/173.Orange_crowned_Warbler/Orange_Crowned_Warbler_0091_167578.png,173.Orange_crowned_Warbler,1
5195,CUB_200_2011/images/089.Hooded_Merganser/Hooded_Merganser_0032_79032.jpg,segmentations/089.Hooded_Merganser/Hooded_Merganser_0032_79032.png,089.Hooded_Merganser,1
9316,CUB_200_2011/images/159.Black_and_white_Warbler/Black_And_White_Warbler_0022_160512.jpg,segmentations/159.Black_and_white_Warbler/Black_And_White_Warbler_0022_160512.png,159.Black_and_white_Warbler,1
8946,CUB_200_2011/images/153.Philadelphia_Vireo/Philadelphia_Vireo_0049_794756.jpg,segmentations/153.Philadelphia_Vireo/Philadelphia_Vireo_0049_794756.png,153.Philadelphia_Vireo,1
5391,CUB_200_2011/images/093.Clark_Nutcracker/Clark_Nutcracker_0105_85097.jpg,segmentations/093.Clark_Nutcracker/Clark_Nutcracker_0105_85097.png,093.Clark_Nutcracker,1
10157,CUB_200_2011/images/173.Orange_crowned_Warbler/Orange_Crowned_Warbler_0032_167589.jpg,segmentations/173.Orange_crowned_Warbler/Orange_Crowned_Warbler_0032_167589.png,173.Orange_crowned_Warbler,1
3505,CUB_200_2011/images/061.Heermann_Gull/Heermann_Gull_0112_45748.jpg,segmentations/061.Heermann_Gull/Heermann_Gull_0112_45748.png,061.Heermann_Gull,1
10050,CUB_200_2011/images/171.Myrtle_Warbler/Myrtle_Warbler_0104_166829.jpg,segmentations/171.Myrtle_Warbler/Myrtle_Warbler_0104_166829.png,171.Myrtle_Warbler,1
4253,CUB_200_2011/images/073.Blue_Jay/Blue_Jay_0086_63394.jpg,segmentations/073.Blue_Jay/Blue_Jay_0086_63394.png,073.Blue_Jay,1
9578,CUB_200_2011/images/163.Cape_May_Warbler/Cape_May_Warbler_0069_162980.jpg,segmentations/163.Cape_May_Warbler/Cape_May_Warbler_0069_162980.png,163.Cape_May_Warbler,1
7957,CUB_200_2011/images/136.Barn_Swallow/Barn_Swallow_0030_130191.jpg,segmentations/136.Barn_Swallow/Barn_Swallow_0030_130191.png,136.Barn_Swallow,1
8146,CUB_200_2011/images/139.Scarlet_Tanager/Scarlet_Tanager_0079_138669.jpg,segmentations/139.Scarlet_Tanager/Scarlet_Tanager_0079_138669.png,139.Scarlet_Tanager,1
5838,CUB_200_2011/images/100.Brown_Pelican/Brown_Pelican_0043_94506.jpg,segmentations/100.Brown_Pelican/Brown_Pelican_0043_94506.png,100.Brown_Pelican,1
3760,CUB_200_2011/images/065.Slaty_backed_Gull/Slaty_Backed_Gull_0032_796046.jpg,segmentations/065.Slaty_backed_Gull/Slaty_Backed_Gull_0032_796046.png,065.Slaty_backed_Gull,1
11611,CUB_200_2011/images/198.Rock_Wren/Rock_Wren_0059_188941.jpg,segmentations/198.Rock_Wren/Rock_Wren_0059_188941.png,198.Rock_Wren,1
9537,CUB_200_2011/images/163.Cape_May_Warbler/Cape_May_Warbler_0113_163130.jpg,segmentations/163.Cape_May_Warbler/Cape_May_Warbler_0113_163130.png,163.Cape_May_Warbler,1
8636,CUB_200_2011/images/147.Least_Tern/Least_Tern_0122_153012.jpg,segmentations/147.Least_Tern/Least_Tern_0122_153012.png,147.Least_Tern,1
8301,CUB_200_2011/images/142.Black_Tern/Black_Tern_0061_143959.jpg,segmentations/142.Black_Tern/Black_Tern_0061_143959.png,142.Black_Tern,1
4447,CUB_200_2011/images/077.Tropical_Kingbird/Tropical_Kingbird_0096_69684.jpg,segmentations/077.Tropical_Kingbird/Tropical_Kingbird_0096_69684.png,077.Tropical_Kingbird,1
3574,CUB_200_2011/images/062.Herring_Gull/Herring_Gull_0052_46810.jpg,segmentations/062.Herring_Gull/Herring_Gull_0052_46810.png,062.Herring_Gull,1
11112,CUB_200_2011/images/189.Red_bellied_Woodpecker/Red_Bellied_Woodpecker_0120_181420.jpg,segmentations/189.Red_bellied_Woodpecker/Red_Bellied_Woodpecker_0120_181420.png,189.Red_bellied_Woodpecker,1
4123,CUB_200_2011/images/071.Long_tailed_Jaeger/Long_Tailed_Jaeger_0029_61101.jpg,segmentations/071.Long_tailed_Jaeger/Long_Tailed_Jaeger_0029_61101.png,071.Long_tailed_Jaeger,1
66,CUB_200_2011/images/002.Laysan_Albatross/Laysan_Albatross_0071_792.jpg,segmentations/002.Laysan_Albatross/Laysan_Albatross_0071_792.png,002.Laysan_Albatross,1
6410,CUB_200_2011/images/110.Geococcyx/Geococcyx_0005_104187.jpg,segmentations/110.Geococcyx/Geococcyx_0005_104187.png,110.Geococcyx,1
5660,CUB_200_2011/images/097.Orchard_Oriole/Orchard_Oriole_0004_91275.jpg,segmentations/097.Orchard_Oriole/Orchard_Oriole_0004_91275.png,097.Orchard_Oriole,1
1186,CUB_200_2011/images/022.Chuck_will_Widow/Chuck_Will_Widow_0002_796959.jpg,segmentations/022.Chuck_will_Widow/Chuck_Will_Widow_0002_796959.png,022.Chuck_will_Widow,1
6997,CUB_200_2011/images/120.Fox_Sparrow/Fox_Sparrow_0118_114884.jpg,segmentations/120.Fox_Sparrow/Fox_Sparrow_0118_114884.png,120.Fox_Sparrow,1
11616,CUB_200_2011/images/198.Rock_Wren/Rock_Wren_0125_188951.jpg,segmentations/198.Rock_Wren/Rock_Wren_0125_188951.png,198.Rock_Wren,1
